0, 1 %, 3110 MiB, 64.39 W;1, 1 %, 3110 MiB, 63.28 W;2, 3 %, 3110 MiB, 55.29 W;3, 0 %, 3 MiB, 7.47 W; @1786713008
0, 2 %, 3506 MiB, 64.53 W;1, 1 %, 3506 MiB, 63.47 W;2, 1 %, 3506 MiB, 55.35 W;3, 0 %, 3 MiB, 7.96 W; @1786713011
0, 1 %, 4098 MiB, 64.00 W;1, 1 %, 4098 MiB, 63.31 W;2, 2 %, 4098 MiB, 55.21 W;3, 0 %, 3 MiB, 7.55 W; @1786713014
0, 1 %, 4692 MiB, 64.40 W;1, 1 %, 4692 MiB, 63.81 W;2, 1 %, 4692 MiB, 55.13 W;3, 0 %, 3 MiB, 7.30 W; @1786713017
0, 1 %, 5088 MiB, 63.97 W;1, 1 %, 5088 MiB, 63.95 W;2, 2 %, 5088 MiB, 54.80 W;3, 0 %, 3 MiB, 7.51 W; @1786713021
0, 1 %, 5680 MiB, 63.89 W;1, 1 %, 5680 MiB, 64.06 W;2, 1 %, 5680 MiB, 55.44 W;3, 0 %, 3 MiB, 7.25 W; @1786713024
0, 1 %, 6322 MiB, 64.18 W;1, 1 %, 6322 MiB, 64.38 W;2, 2 %, 6322 MiB, 55.53 W;3, 0 %, 3 MiB, 7.50 W; @1786713027
0, 1 %, 6716 MiB, 64.39 W;1, 1 %, 6716 MiB, 63.35 W;2, 1 %, 6716 MiB, 55.45 W;3, 0 %, 3 MiB, 7.72 W; @1786713030
0, 1 %, 7310 MiB, 64.59 W;1, 1 %, 7310 MiB, 62.98 W;2, 1 %, 7310 MiB, 55.10 W;3, 0 %, 3 MiB, 8.03 W; @1786713033
0, 1 %, 7902 MiB, 64.72 W;1, 1 %, 7902 MiB, 63.26 W;2, 2 %, 7902 MiB, 55.41 W;3, 0 %, 3 MiB, 8.07 W; @1786713036
